
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01 Transitional//EN" "http://www.w3.org/TR/html4/loose.dtd">









<html>
<head>
<meta http-equiv="Content-Type" content="text/html; charset=ISO-8859-1">
<title>Insert title here</title>
</head>
<body>
"obstime","tempr","rh","ws","wd","ap"
2012-10-11 22:00:00,-11.13,36.09,23.1,238.62,952.06
2012-10-11 23:00:00,-10.68,33.3,23.46,239.62,952.1
2012-10-12 00:00:00,-10.63,35,22.25,244.12,953.07
2012-10-12 01:00:00,-11.07,40.74,21.48,246.46,953.97
2012-10-12 02:00:00,-11,42.32,22.2,244.92,954
2012-10-12 03:00:00,-11.08,44.83,20.94,246.1,954.58
2012-10-12 04:00:00,-11.13,45.52,21.2,244.65,955
2012-10-12 05:00:00,-10.72,45.27,20.66,242.21,955.54
2012-10-12 06:00:00,-10.11,43.59,21.33,241.71,955.88
2012-10-12 07:00:00,-9.5,42.21,21.53,239.66,955.66
2012-10-12 08:00:00,-9.21,42.78,23.39,241.67,955.33
2012-10-12 09:00:00,-9.33,45.01,22.65,244.31,956.6
2012-10-12 10:00:00,-9.22,42.9,21.33,244.2,957
2012-10-12 11:00:00,-8.89,41.48,18.58,248.72,957.1
2012-10-12 12:00:00,-8.35,41.08,19.28,243.91,956.98
2012-10-12 13:00:00,-7.74,40.44,17.89,243.87,956.92
2012-10-12 14:00:00,-7.79,44.34,12.09,247.74,956.97
2012-10-12 15:00:00,-6.57,44.65,11.7,254.85,956.82
2012-10-12 16:00:00,-7.13,46.14,15.75,243.39,957
2012-10-12 17:00:00,-7.42,46.48,14.07,242.85,957.15
2012-10-12 18:00:00,-7.61,46.93,13.59,242.6,957.69
2012-10-12 19:00:00,-7.49,45.98,14.89,239.33,957
2012-10-12 20:00:00,-6.92,42.36,15.12,243.27,957.61
2012-10-12 21:00:00,-6.87,41.22,15.06,242.47,958
2012-10-12 22:00:00,-7.14,41.86,12.39,249.8,958
2012-10-12 23:00:00,-7.25,41.44,10.45,247.3,958
2012-10-13 00:00:00,-7.15,39.89,7.98,253.89,958.82
2012-10-13 01:00:00,-7.73,42.73,5.26,250.2,959
2012-10-13 02:00:00,-8.41,45.66,3.49,255.52,959
2012-10-13 03:00:00,-8.67,40.03,7.4,256.43,959
2012-10-13 04:00:00,-8.81,37.67,9.4,258.07,959
2012-10-13 05:00:00,-9.05,37.72,9.67,253.37,959.74
2012-10-13 06:00:00,-8.51,32.09,11.4,253.17,960.08
2012-10-13 07:00:00,-8.66,29.73,12.33,248.01,961
2012-10-13 08:00:00,-8.07,30.86,10.67,253.51,961
2012-10-13 09:00:00,-8.26,30.5,14.05,251.35,960.99
2012-10-13 10:00:00,-8.5,32.35,12.4,252.71,961
2012-10-13 11:00:00,-8.55,34.21,9.81,254.82,960.81
2012-10-13 12:00:00,-8.51,36.54,12.52,256.72,960.79
2012-10-13 13:00:00,-8.07,36.83,8.22,257.2,961.39
2012-10-13 14:00:00,-8.08,37.97,8.12,264.4,962
2012-10-13 15:00:00,-8.15,42.07,6.98,254.76,962
2012-10-13 16:00:00,-8.49,38.92,12.82,247.57,961.71
2012-10-13 17:00:00,-9.26,44.61,8.51,246.19,962
2012-10-13 18:00:00,-9.2,40.47,7.83,256.67,962.77
2012-10-13 19:00:00,-8.98,37.82,7.17,257.76,963
2012-10-13 20:00:00,-8.97,36.35,10.52,253.13,962.59
2012-10-13 21:00:00,-9.19,37.97,13.25,244.64,962
2012-10-13 22:00:00,-9.18,35.7,13.61,242.46,962.23
2012-10-13 23:00:00,-9.07,34.94,13.32,245.34,962.46
2012-10-14 00:00:00,-9.1,33.76,14.21,244.37,963
2012-10-14 01:00:00,-9.33,33.74,12.65,244.67,963
2012-10-14 02:00:00,-9.51,33.96,10.14,247.23,963.2
2012-10-14 03:00:00,-9.72,33.73,9.57,248.48,964
2012-10-14 04:00:00,-9.84,32.48,9.82,252.48,964
2012-10-14 05:00:00,-9.96,32.16,9.04,252.44,964
2012-10-14 06:00:00,-9.77,33.04,7.66,250.78,964
2012-10-14 07:00:00,-8.94,27.63,8.1,255.81,964
2012-10-14 08:00:00,-8,22.69,9.25,262.46,964
2012-10-14 09:00:00,-7.83,25.49,8.17,258.52,964
2012-10-14 10:00:00,-7.94,23.28,9.8,266.13,964.67
2012-10-14 11:00:00,-8.21,23.36,8.78,265.05,965
2012-10-14 12:00:00,-8.43,23.27,8.93,258.9,965
2012-10-14 13:00:00,-8.66,26.25,5.63,268.24,965
2012-10-14 14:00:00,-8.58,25.88,2.82,261.89,965
2012-10-14 15:00:00,-9.61,30.61,1.64,240,965
2012-10-14 16:00:00,-9.32,41.81,2.83,132.1,964.98
2012-10-14 17:00:00,-10.14,47.18,6.45,214.08,964.87
2012-10-14 18:00:00,-10.77,36.58,5.51,228.37,965
2012-10-14 19:00:00,-11.12,34.14,4.93,223,965
2012-10-14 20:00:00,-11.98,43.18,4.5,186.48,965.5
2012-10-14 21:00:00,-13.34,48.83,8.53,172.56,965
2012-10-14 22:00:00,-12.98,46.3,8.72,185.14,965.43
2012-10-14 23:00:00,-11.8,33.07,11.51,205.02,965.08
2012-10-15 00:00:00,-11.77,32.22,11.87,207.31,965.83
2012-10-15 01:00:00,-12,32.38,10.5,212.27,966
2012-10-15 02:00:00,-12.2,31.58,10.59,209.08,966
2012-10-15 03:00:00,-12.2,30.48,10.03,211.28,966
2012-10-15 04:00:00,-11.96,30.8,9.1,211.78,966.2
2012-10-15 05:00:00,-11.41,30.58,8.81,213.22,966.44
2012-10-15 06:00:00,-10.67,29.33,8,232.04,966.33
2012-10-15 07:00:00,-9.68,25.79,9.19,240.47,966.27
2012-10-15 08:00:00,-9.57,29.33,9.03,248.12,966.58
2012-10-15 09:00:00,-9.83,35.48,9.29,244.96,966.91
2012-10-15 10:00:00,-9.65,36.69,8.22,244.81,966.92
2012-10-15 11:00:00,-9.12,33.97,8.3,250.1,966.03
2012-10-15 12:00:00,-9.25,23.86,9.76,260.1,966
2012-10-15 13:00:00,-9.66,22.39,7.77,245.59,965.71
2012-10-15 14:00:00,-9.35,30.98,9.73,248.16,965
2012-10-15 15:00:00,-11.22,36.64,11.2,242.1,965
2012-10-15 16:00:00,-11.93,35.93,10.87,240.43,965
2012-10-15 17:00:00,-11.97,39.33,7.2,257,965
2012-10-15 18:00:00,-11.33,43.38,10.91,247.92,965
2012-10-15 19:00:00,-11.21,40.14,11.17,247.55,965
2012-10-15 20:00:00,-11.06,39.08,12.39,248.09,965
2012-10-15 21:00:00,-11.11,37.08,13.23,243.53,965
2012-10-15 22:00:00,-10.66,32.7,14.79,243.93,964.99
2012-10-15 23:00:00,-11.43,36.9,11.12,266.44,965
2012-10-16 00:00:00,-11.64,35.94,15.32,254.87,965.63
2012-10-16 01:00:00,-12.26,35.15,14.72,253.63,966
2012-10-16 02:00:00,-11.63,35.56,12.64,256.52,965.23
2012-10-16 03:00:00,-11.35,36.64,12.75,254.93,965
2012-10-16 04:00:00,-10.68,32.16,17.77,240.58,964.11
2012-10-16 05:00:00,-10.32,32.86,16.82,243.29,964.11
2012-10-16 06:00:00,-10.07,34.65,14.82,250.59,964.99
2012-10-16 07:00:00,-10.02,36.3,13.45,256.88,965
2012-10-16 08:00:00,-10.16,35.21,14.9,252.58,965.85
2012-10-16 09:00:00,-11.1,39.64,16.42,248.04,966.46
2012-10-16 10:00:00,-11,41,15.05,249.65,967.01
2012-10-16 11:00:00,-10.67,39.23,16.49,247.71,967.62
2012-10-16 12:00:00,-10.64,41.41,17.69,245.27,968
2012-10-16 13:00:00,-10.48,42.64,16.13,245.3,968.79
2012-10-16 14:00:00,-10.37,42.4,15.14,246.33,969.72
2012-10-16 15:00:00,-10.41,42.36,14.81,247.61,970.52
2012-10-16 16:00:00,-10.51,40.64,13.44,252.84,971.56
2012-10-16 17:00:00,-10.75,40.08,10.67,261.96,972.59
2012-10-16 18:00:00,-11.15,42.37,9.92,272.37,973.72
2012-10-16 19:00:00,-12.01,48.81,7.44,274.71,974.94
2012-10-16 20:00:00,-11.64,41.52,9.01,259.46,975.96
2012-10-16 21:00:00,-11.93,39.62,9.66,255.86,976.34
2012-10-16 22:00:00,-12.26,39.51,8.57,255.09,977
2012-10-16 23:00:00,-12.49,37.12,8.44,256.16,977.89
2012-10-17 00:00:00,-13.09,34.98,9.12,252.28,978.42
2012-10-17 01:00:00,-13.44,33.3,10.16,252.06,979
2012-10-17 02:00:00,-13.54,32.6,10.14,247.64,979
2012-10-17 03:00:00,-13.47,30.78,8.35,256.9,979.18
2012-10-17 04:00:00,-13.42,29.74,7.39,268.63,979
2012-10-17 05:00:00,-13.45,32.97,4.12,257.9,978.68
2012-10-17 06:00:00,-12.28,31.55,6.91,252.02,978.36
2012-10-17 07:00:00,-11.44,27.25,10.18,249.04,978.47
2012-10-17 08:00:00,-10.58,23.97,12.87,253.53,978
2012-10-17 09:00:00,-10.9,26.44,11.64,261.34,978
2012-10-17 10:00:00,-11.01,31.5,9.22,268.23,977.66
2012-10-17 11:00:00,-10.51,39.74,5.95,260.89,976.54
2012-10-17 12:00:00,-9,36.26,8.96,266.07,975.49
2012-10-17 13:00:00,-9.53,28.33,11.58,253.87,975.01
2012-10-17 14:00:00,-10.19,31.85,8.58,261.82,974.72
2012-10-17 15:00:00,-10.86,40.25,4.97,280.15,973.72
2012-10-17 16:00:00,-10.2,42.36,7.25,262.36,972.33
2012-10-17 17:00:00,-10.52,37.8,11.66,246.23,971.46
2012-10-17 18:00:00,-10.9,40.99,14.56,237.16,970.14
2012-10-17 19:00:00,-10.64,34.22,17.64,233.42,968.62
2012-10-17 20:00:00,-10.26,31.61,18.84,232.97,967.3
2012-10-17 21:00:00,-9.82,29.42,18.42,238.35,966.71
2012-10-17 22:00:00,-9.72,28.7,20.93,240.04,965.14
2012-10-17 23:00:00,-9.89,28.92,21.07,238.71,963.86
2012-10-18 00:00:00,-8.88,29.03,20.21,239.75,961.68
2012-10-18 01:00:00,-9.59,32.36,23.38,247.1,960.62
2012-10-18 02:00:00,-9.78,32.7,25.3,242.42,958.34
2012-10-18 03:00:00,-9.63,33.12,25.41,241.67,957.42
2012-10-18 04:00:00,-9.37,33.87,25.42,243.39,956.4
2012-10-18 05:00:00,-9.2,34.39,26.13,242.25,955.33
2012-10-18 06:00:00,-8.86,33.75,25.36,241.96,955
2012-10-18 07:00:00,-8.75,35.55,24.34,243.5,955
2012-10-18 08:00:00,-8.72,37.27,23.98,243.03,955
2012-10-18 09:00:00,-8.47,38.01,23.35,243.25,954.9
2012-10-18 10:00:00,-8.7,43.82,21.96,244.74,954.25
2012-10-18 11:00:00,-8.88,47.16,19.23,245.25,954.24
2012-10-18 12:00:00,-8.68,47.75,20.02,245.4,953.6
2012-10-18 13:00:00,-8.42,47.08,21.17,242.23,952.79
2012-10-18 14:00:00,-8.36,47.96,20.27,242.96,952.15
2012-10-18 15:00:00,-8.3,47.34,19.23,243.5,952.15
2012-10-18 16:00:00,-8.28,46.93,19.24,240.94,952.76
2012-10-18 17:00:00,-8.29,45.4,18.7,241.19,953
2012-10-18 18:00:00,-8.32,44.32,19.19,244.67,952.76
2012-10-18 19:00:00,-8.27,41.84,21.54,243.71,952
2012-10-18 20:00:00,-8.18,40.05,22.74,239.22,951.57
2012-10-18 21:00:00,-7.96,37.04,22.73,240.78,951.02
2012-10-18 22:00:00,-8.04,36.96,21.27,245.34,951.55
2012-10-18 23:00:00,-8.11,35.46,20.77,247.95,951.33
2012-10-19 00:00:00,-8.45,36.66,20.92,247.79,951.01
2012-10-19 01:00:00,-8.77,36.75,23.23,244.96,950.84
2012-10-19 02:00:00,-8.96,38.38,21.39,243.84,950.82
2012-10-19 03:00:00,-8.89,39.98,22.86,242.98,950.19
2012-10-19 04:00:00,-9.1,46.27,21.66,246.19,950.99
2012-10-19 05:00:00,-9.09,50.19,21.75,245.6,951.74
2012-10-19 06:00:00,-8.93,52.47,19.67,247.24,952.32
2012-10-19 07:00:00,-8.72,55.28,19.22,248.04,953
2012-10-19 08:00:00,-8.57,55.22,20.58,247.91,953.11
2012-10-19 09:00:00,-8.48,57.5,22.14,244.6,953.31
2012-10-19 10:00:00,-8.17,55.17,23.97,245.3,953.49
2012-10-19 11:00:00,-7.49,45.45,23.93,243.14,954
2012-10-19 12:00:00,-6.96,43.3,23.43,238.31,954
2012-10-19 13:00:00,-6.6,42.61,24.6,236.35,954
2012-10-19 14:00:00,-6.24,44.91,24.59,236.58,954.12
2012-10-19 15:00:00,-5.98,48.74,24.35,234.33,954.04
2012-10-19 16:00:00,-6.04,49.55,26.08,235.12,954.6
2012-10-19 17:00:00,-6.08,52.97,23.91,233.91,955.66
2012-10-19 18:00:00,-6.47,55.23,23.27,236.59,956.78
2012-10-19 19:00:00,-6.59,59.56,22.45,240.68,957.7
2012-10-19 20:00:00,-6.78,55.99,22.57,235.56,958.97
2012-10-19 21:00:00,-6.66,52.2,23.89,235.83,959.18
2012-10-19 22:00:00,-6.56,52.37,25.07,237.94,960.3
2012-10-19 23:00:00,-6.66,52.1,24.83,237.65,961.02
2012-10-20 00:00:00,-6.93,50.32,24.18,238.58,961.82
2012-10-20 01:00:00,-7.17,47.76,24.85,235.09,962
2012-10-20 02:00:00,-6.98,45.48,25.27,237.5,962.98
2012-10-20 03:00:00,-6.97,44.24,24.46,234.72,964.46
2012-10-20 04:00:00,-6.74,42.47,23.78,230.59,965.88
2012-10-20 05:00:00,-6.5,40.67,23.3,229.72,967.27
2012-10-20 06:00:00,-6.17,38.37,21.97,231.33,968.77
2012-10-20 07:00:00,-5.83,34.92,21.53,236.78,969.03
2012-10-20 08:00:00,-5.76,36.96,18.89,232.75,970.11
2012-10-20 09:00:00,-5.05,33.62,17.3,236.12,970.99
2012-10-20 10:00:00,-4.82,33.07,14.62,239.61,971.24
2012-10-20 11:00:00,-3.98,32.91,14.54,238.8,971.98
2012-10-20 12:00:00,-3.72,37.76,9.51,246.64,972
2012-10-20 13:00:00,-3.38,38.33,7.95,248.17,972
2012-10-20 14:00:00,-3.44,39.38,5.52,247.45,972
2012-10-20 15:00:00,-3.35,40.25,2.58,236.44,972.25
2012-10-20 16:00:00,-3.96,39.36,3.23,202.74,972.3
2012-10-20 17:00:00,-5.4,41.62,8.09,177.03,972
2012-10-20 18:00:00,-6.56,35.2,6.37,195.13,972
2012-10-20 19:00:00,-7.36,32.15,5.87,178.51,971.56
2012-10-20 20:00:00,-8.66,37.24,12.67,195.26,970.17
2012-10-20 21:00:00,-9.11,38.58,10.4,193.76,970
2012-10-20 22:00:00,-9.45,37.47,9.75,204.65,969.36
2012-10-20 23:00:00,-10.17,39.35,13.78,202.43,968.49
2012-10-21 00:00:00,-10.99,39.45,11.84,214.44,968.25
2012-10-21 01:00:00,-11.37,41.52,12.04,212.13,968
2012-10-21 02:00:00,-11.73,39.56,11.32,216.14,967.35
2012-10-21 03:00:00,-11.89,39.67,11.22,215.72,967
2012-10-21 04:00:00,-11.94,41.38,12.06,228.44,967
2012-10-21 05:00:00,-11.27,42.6,10.79,225.37,967.34
2012-10-21 06:00:00,-9.86,41.85,10.33,226.19,967.62
2012-10-21 07:00:00,-8.93,38.91,10.77,209.48,967
2012-10-21 08:00:00,-7.66,38.36,9.5,208.17,966.6
2012-10-21 09:00:00,-7.16,36.39,9.12,227.02,966.3
2012-10-21 10:00:00,-6.7,32.43,9.07,245.77,966.81
2012-10-21 11:00:00,-6.93,29.92,8,247.07,967
2012-10-21 12:00:00,-7.05,31.4,7.34,244.77,967
2012-10-21 13:00:00,-7,34.15,4.85,235.02,966.62
2012-10-21 14:00:00,-6.64,40.84,3.99,190.02,966
2012-10-21 15:00:00,-6.72,44.55,6.66,165.15,966
2012-10-21 16:00:00,-7.88,45.15,8.36,198.93,966.86
2012-10-21 17:00:00,-8.09,47.7,4.03,216.84,967
2012-10-21 18:00:00,-9.08,52.9,7.08,177.89,967
2012-10-21 19:00:00,-9.29,44.22,8.38,222.67,967.73
2012-10-21 20:00:00,-9.19,41.71,9.11,240.49,968
2012-10-21 21:00:00,-9.57,41.81,10.36,239.81,968.67
2012-10-21 22:00:00,-9.5,39.86,11.33,243.35,969
2012-10-21 23:00:00,-9.79,42.44,9.91,247.5,969
2012-10-22 00:00:00,-9.7,38.81,10.27,245.96,969.07
2012-10-22 01:00:00,-9.87,41.17,8.65,249.22,969.84
2012-10-22 02:00:00,-10,41.25,10.6,246.47,970
2012-10-22 03:00:00,-10.31,40.7,10.5,248.17,970.37
2012-10-22 04:00:00,-10.16,36.71,9.6,257.61,971
2012-10-22 05:00:00,-10.24,35.83,9.63,271.76,971
2012-10-22 06:00:00,-10.38,33.9,12.3,265.18,971.44
2012-10-22 07:00:00,-10.17,35,12.67,256.67,971.89
2012-10-22 08:00:00,-10.47,40.88,13.02,245.02,971.16
2012-10-22 09:00:00,-10.32,42.58,12.57,241.88,971.06
2012-10-22 10:00:00,-10.14,39.92,12.55,245.1,971.01
2012-10-22 11:00:00,-9.98,41.32,12.55,245.49,971.39
2012-10-22 12:00:00,-10.03,44.08,11.88,245.59,971.74
2012-10-22 13:00:00,-9.95,44.13,10.89,249.53,972
2012-10-22 14:00:00,-9.86,45.33,9.82,253.56,972
2012-10-22 15:00:00,-9.89,46.59,9.45,253.68,972.13
2012-10-22 16:00:00,-10.42,49.07,7.87,251.44,972.99
2012-10-22 17:00:00,-11.17,53.01,7.49,247.47,973
2012-10-22 18:00:00,-11.69,51.64,7.92,247.23,973
2012-10-22 19:00:00,-12.25,51.79,7.54,246.48,973.76
2012-10-22 20:00:00,-12.41,49.11,8.17,237.21,974
2012-10-22 21:00:00,-12.81,48.69,8.69,238.72,974
2012-10-22 22:00:00,-13.33,49.21,7.82,237.9,974.9
2012-10-22 23:00:00,-13.56,48.16,8.24,239.31,975
2012-10-23 00:00:00,-13.59,45.64,8.8,241.38,975.11
2012-10-23 01:00:00,-13.59,43.33,9.45,245.39,975.62
2012-10-23 02:00:00,-13.96,44.23,8.91,248.34,976
2012-10-23 03:00:00,-13.68,41.03,7.55,253.74,976
2012-10-23 04:00:00,-12.59,35.89,7.2,269.99,976
2012-10-23 05:00:00,-12.04,35.94,7.8,262.56,976
2012-10-23 06:00:00,-10.92,29.78,9.89,254.33,976
2012-10-23 07:00:00,-10.18,27.8,9.2,256.07,975.56
2012-10-23 08:00:00,-9.39,25.77,8.98,259.02,975
2012-10-23 09:00:00,-8.83,25.75,8.8,267.88,975
2012-10-23 10:00:00,-8.52,27.51,6.76,277.25,974.42
2012-10-23 11:00:00,-7.98,29.24,4.63,297.54,974
2012-10-23 12:00:00,-7.82,30.25,3.46,287.1,973.35
2012-10-23 13:00:00,-7.84,26.75,8.11,276.99,973
2012-10-23 14:00:00,-8.14,28.09,7.06,274.36,972.4
2012-10-23 15:00:00,-8.59,31.84,4.62,292.47,972
2012-10-23 16:00:00,-9.4,38.89,1.48,244.04,971.28
2012-10-23 17:00:00,-9.95,43.12,1.24,50.68,970.64
2012-10-23 18:00:00,-10.67,45.56,1.35,65.37,970
2012-10-23 19:00:00,-11.6,52.74,1.24,114.04,970
2012-10-23 20:00:00,-12.02,51.78,1.47,163.09,969.96
2012-10-23 21:00:00,-10.51,37.48,6.82,246.11,969.08
2012-10-23 22:00:00,-10.15,35.56,11.2,218.2,969
2012-10-23 23:00:00,-10.08,34.55,12.68,226.04,969
2012-10-24 00:00:00,-9.93,31.99,12.01,233.34,969
2012-10-24 01:00:00,-10.13,30.58,14.08,233.5,968.97
2012-10-24 02:00:00,-10.33,28.31,11.92,241.84,969
2012-10-24 03:00:00,-10.51,27.61,13.55,237.79,969
2012-10-24 04:00:00,-10.46,27.46,14.29,238.43,968.97
2012-10-24 05:00:00,-10.16,28.78,11.61,245.98,968.27
2012-10-24 06:00:00,-9.41,28.74,11.37,251.28,968
2012-10-24 07:00:00,-8.72,26.96,13.6,253.86,968
2012-10-24 08:00:00,-8.57,27.62,14.23,259.32,968
2012-10-24 09:00:00,-8.18,28.19,14.44,260.7,967.99
2012-10-24 10:00:00,-8.11,30.97,14.24,262.42,967.97
2012-10-24 11:00:00,-8.11,38.8,10.77,267.49,967.11
2012-10-24 12:00:00,-8.06,41.33,9.94,270.34,967
2012-10-24 13:00:00,-7.77,43.15,9.88,273.01,966.73
2012-10-24 14:00:00,-7.59,44.37,8.49,273.86,966.84
2012-10-24 15:00:00,-7.64,40.76,8.64,261.03,966.08
2012-10-24 16:00:00,-8.08,41.1,8.83,256.62,966.23
2012-10-24 17:00:00,-8.93,43.33,8.84,252.2,967
2012-10-24 18:00:00,-9.98,47.81,7.5,248.19,967
2012-10-24 19:00:00,-10.24,43.31,8.63,252.58,967.5
2012-10-24 20:00:00,-10.43,41.88,9.7,247.78,968
2012-10-24 21:00:00,-10.43,40.26,11.43,240.33,968
2012-10-24 22:00:00,-10.57,41.82,12.26,235.58,968
2012-10-24 23:00:00,-10.71,43.25,12.99,232.01,968
2012-10-25 00:00:00,-10.37,42.55,14.41,228.97,968
2012-10-25 01:00:00,-9.74,41.55,16.05,226.49,968
2012-10-25 02:00:00,-9.45,42.34,15.18,224.63,968.14
2012-10-25 03:00:00,-9.24,41.09,14.3,225.16,969
2012-10-25 04:00:00,-8.94,39.67,15.11,228.35,969
2012-10-25 05:00:00,-8.59,38.66,14.66,227.03,969.75
2012-10-25 06:00:00,-7.65,35.58,13.84,231.04,970
2012-10-25 07:00:00,-7.07,35,13.56,233.93,970.13
2012-10-25 08:00:00,-5.96,33.63,12.5,236.56,970.57
2012-10-25 09:00:00,-5.9,32.94,11.8,238.23,971
2012-10-25 10:00:00,-5.57,33.94,9.98,244.31,971.07
2012-10-25 11:00:00,-5.14,33.89,10.25,242.87,971.87
2012-10-25 12:00:00,-5,38.32,8.55,246.16,972
2012-10-25 13:00:00,-4.72,38.93,8.69,245.65,972
2012-10-25 14:00:00,-4.7,39.62,8.38,243.56,972
2012-10-25 15:00:00,-4.42,36.4,9.47,252.97,972
2012-10-25 16:00:00,-4.75,41.01,7.12,249.28,972.45
2012-10-25 17:00:00,-5.62,45.35,6.82,240.03,973
2012-10-25 18:00:00,-6.18,41.99,7.21,223.78,972.64
2012-10-25 19:00:00,-7.21,44.22,10.19,193.13,972.05
2012-10-25 20:00:00,-7.79,40.13,12.92,195.77,972
2012-10-25 21:00:00,-8.34,39.33,13.54,193.65,972.66
2012-10-25 22:00:00,-9.71,43.29,12.75,183.18,972.8
2012-10-25 23:00:00,-9.8,39.82,14.09,191.32,973
2012-10-26 00:00:00,-10.19,42.57,12.55,185.7,972.9
2012-10-26 01:00:00,-10.48,42.66,13.05,182.39,972
2012-10-26 02:00:00,-10.53,41.53,13.32,177.85,972
2012-10-26 03:00:00,-10.87,41.17,13.41,173.02,971.6
2012-10-26 04:00:00,-10.01,39.24,12.76,177.88,971.44
2012-10-26 05:00:00,-8.64,36.54,11.26,175.75,972
2012-10-26 06:00:00,-7.14,36.18,10.31,177.34,972
2012-10-26 07:00:00,-5.8,34.9,4.42,157.74,972.1
2012-10-26 08:00:00,-4.72,37.08,1.9,103.03,972.65
2012-10-26 09:00:00,-1.81,30.16,1.9,40.9,972
2012-10-26 10:00:00,-2.2,30.85,2.16,44.36,972
2012-10-26 11:00:00,-0.85,31.71,2.04,82.19,971.4
2012-10-26 12:00:00,-0.91,29.33,2.76,67.86,971
2012-10-26 13:00:00,-1.35,30.85,3.91,71.75,970.93
2012-10-26 14:00:00,-3.23,29.33,4.57,92.96,970
2012-10-26 15:00:00,-3.69,34.66,2.69,120.59,970
2012-10-26 16:00:00,-4.41,35.67,2.56,143.92,969.36
2012-10-26 17:00:00,-5.93,44.37,4.16,150.47,969
2012-10-26 18:00:00,-8.03,50.15,6.43,159.57,969
2012-10-26 19:00:00,-8.88,47.34,4.69,169.82,969
2012-10-26 20:00:00,-9.63,46.69,6.02,163.81,969
2012-10-26 21:00:00,-10.72,48.95,7.41,165.3,968.93
2012-10-26 22:00:00,-10.35,43.63,6.66,171.76,968.98
2012-10-26 23:00:00,-9.43,39.78,11.09,183.96,968.41
2012-10-27 00:00:00,-10.27,42.37,10.92,171.56,968.89
2012-10-27 01:00:00,-9.93,39.48,8.32,185.98,969
2012-10-27 02:00:00,-10.02,40.67,10.24,188.6,969
2012-10-27 03:00:00,-9.56,40.04,8.6,188.37,969.14
2012-10-27 04:00:00,-9.52,38.08,5.93,217.19,969.61
2012-10-27 05:00:00,-8.44,39.16,8.58,201.55,969.8
2012-10-27 06:00:00,-7.12,36.56,8.28,201.19,970
2012-10-27 07:00:00,-6.1,35.72,7.65,202.96,970
2012-10-27 08:00:00,-4.81,33.53,4.47,212.49,969.69
2012-10-27 09:00:00,-3.57,35.07,3.22,193.9,969
2012-10-27 10:00:00,-2.63,32.65,4.24,126.18,969
2012-10-27 11:00:00,-0.46,29.87,2.78,59.54,968.77
2012-10-27 12:00:00,0.74,29.01,3.17,65.26,967.89
2012-10-27 13:00:00,-0.81,30.1,3.18,104.5,966.69
2012-10-27 14:00:00,-3.08,33.41,5.12,123.24,965.59
2012-10-27 15:00:00,-3.6,32.61,3.92,110.76,965
2012-10-27 16:00:00,-4.29,42.9,2.52,71.91,964.35
2012-10-27 17:00:00,-5.56,48.5,2.42,245.21,964
2012-10-27 18:00:00,-8.71,64.34,3.4,259.86,964
2012-10-27 19:00:00,-9.82,63.76,3.16,262.15,964
2012-10-27 20:00:00,-10.61,60.46,1.77,232.44,964
2012-10-27 21:00:00,-11.05,61.18,1.73,265.95,964.26
2012-10-27 22:00:00,-11.44,59.88,1.81,239.79,964.65
2012-10-27 23:00:00,-12.99,63.09,1.78,229.55,964.97
2012-10-28 00:00:00,-13.28,63.22,0.99,164.08,965.54
2012-10-28 01:00:00,-13.73,61.35,2.14,272.16,966
2012-10-28 02:00:00,-14.16,63.9,1.13,239.7,966.02
2012-10-28 03:00:00,-12.44,64.54,1.22,139.24,966.89
2012-10-28 04:00:00,-10.89,59.68,2.92,258.35,967
2012-10-28 05:00:00,-11.27,62.72,1.41,207.99,967.44
2012-10-28 06:00:00,-10.71,58.59,1.4,76.65,968.37
2012-10-28 07:00:00,-9.03,50.06,1.67,209.59,969.15
2012-10-28 08:00:00,-6.86,43.58,2.1,262.1,969.96
2012-10-28 09:00:00,-4.97,34.29,5.91,259.08,970.36
2012-10-28 10:00:00,-5.13,40.44,10.44,255.07,971
2012-10-28 11:00:00,-5.46,42.97,10.41,251.2,972.02
2012-10-28 12:00:00,-5.89,42.07,11.94,261.32,973
2012-10-28 13:00:00,-6.44,48.22,11.82,263.89,973.48
2012-10-28 14:00:00,-6.54,46.87,12.55,256.3,974
2012-10-28 15:00:00,-6.13,43.97,12.85,248.12,974
2012-10-28 16:00:00,-6.06,45.38,13.54,244.2,973.58
2012-10-28 17:00:00,-6.03,53.58,12.5,246.05,973.9
2012-10-28 18:00:00,-5.71,50.6,11.49,251.77,974.27
2012-10-28 19:00:00,-5.69,48.02,14.57,258.9,975
2012-10-28 20:00:00,-6.65,65.99,15.48,254.84,975.01
2012-10-28 21:00:00,-6.18,57.01,17.53,248.01,974.48
2012-10-28 22:00:00,-6.13,55.38,19.78,244.53,973.4
2012-10-28 23:00:00,-6.53,63.7,21.64,241.55,972.18
2012-10-29 00:00:00,-7.11,76.06,21.61,242.46,971.98
2012-10-29 01:00:00,-7.99,91.02,22.95,243.72,971.04
2012-10-29 02:00:00,-8.07,94.2,23.73,245.5,970.98
2012-10-29 03:00:00,-8.06,94.69,22.07,247.16,971.41
2012-10-29 04:00:00,-8.14,94.77,20.84,248.75,972
2012-10-29 05:00:00,-8.18,94.78,20.85,248.5,972.42
2012-10-29 06:00:00,-8.23,94.84,21.73,248.01,972.66
2012-10-29 07:00:00,-8.28,94.87,21.44,246.35,972.91
