
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01 Transitional//EN" "http://www.w3.org/TR/html4/loose.dtd">









<html>
<head>
<meta http-equiv="Content-Type" content="text/html; charset=ISO-8859-1">
<title>Insert title here</title>
</head>
<body>
"obstime","tempr","rh","ws","wd","ap"
2012-03-03 00:00:00,-7.82,54.89,1.92,190,976
2012-03-03 01:00:00,-9.09,52.74,2.74,223.17,976
2012-03-03 02:00:00,-9.57,44.16,6.3,193.94,976
2012-03-03 03:00:00,-9.57,42.48,6.49,191.6,976
2012-03-03 04:00:00,-10.89,46.54,9.08,173.24,976
2012-03-03 05:00:00,-9.96,40.38,11.52,195.15,976.49
2012-03-03 06:00:00,-9.35,40.61,10.18,192.43,977
2012-03-03 07:00:00,-8.95,43.69,10.14,189.61,976.86
2012-03-03 08:00:00,-7.99,43.43,9.54,193.62,976.93
2012-03-03 09:00:00,-6.31,41.65,1.87,160.05,977
2012-03-03 10:00:00,-4.89,40.04,1.78,91.26,977
2012-03-03 11:00:00,-4.14,40.37,1.54,59.79,977.02
2012-03-03 12:00:00,-4.01,38.21,1.68,37.83,977.99
2012-03-03 13:00:00,-2.99,37.63,2.03,68.38,977.99
2012-03-03 14:00:00,-2.43,37.59,2.04,110.45,977.83
2012-03-03 15:00:00,-4.01,37.65,1.93,168.69,977.41
2012-03-03 16:00:00,-6.49,50.05,1.88,265,978
2012-03-03 17:00:00,-6.97,51.64,1.47,194.65,978.18
2012-03-03 18:00:00,-7.69,48.07,2.97,159.36,978.88
2012-03-03 19:00:00,-9.03,47.8,3.46,149.35,979
2012-03-03 20:00:00,-10.11,57.04,1.23,246.89,979.93
2012-03-03 21:00:00,-10.95,63.28,1.1,158.27,980
2012-03-03 22:00:00,-11.66,61.27,1.08,167.84,980.42
2012-03-03 23:00:00,-12.16,63.88,1.13,173.47,981
2012-03-04 00:00:00,-11.87,58.92,1.44,103.48,981
2012-03-04 01:00:00,-13.27,58.47,1.89,242.95,981
2012-03-04 02:00:00,-12.5,48.44,3.12,214.71,981
2012-03-04 03:00:00,-12.37,48.36,3.42,160.12,981
2012-03-04 04:00:00,-12.74,46.64,5.09,155.36,981
2012-03-04 05:00:00,-12.14,44.94,4.78,181.9,981
2012-03-04 06:00:00,-9.79,38.65,1.46,143.67,981.03
2012-03-04 07:00:00,-8.76,37.89,3.46,159.58,981.11
2012-03-04 08:00:00,-8.49,32.21,5.56,228.13,981.29
2012-03-04 09:00:00,-7.96,27.16,5.34,262.43,981.39
2012-03-04 10:00:00,-7.43,33.58,3.07,294.26,981
2012-03-04 11:00:00,-7.14,34.38,3.49,226.7,981
2012-03-04 12:00:00,-8.3,34.72,5.53,285.24,981
2012-03-04 13:00:00,-8.22,32.81,2.65,249.56,980.41
2012-03-04 14:00:00,-8.01,37.49,1.84,49.44,980
2012-03-04 15:00:00,-8.61,35.9,1.54,41.16,979.29
2012-03-04 16:00:00,-9.18,41.9,1.78,61.97,979
2012-03-04 17:00:00,-10.33,43.02,1.65,126.27,979
2012-03-04 18:00:00,-11.28,43.4,0.85,162.3,979
2012-03-04 19:00:00,-11.62,49.21,0.55,240.3,979
2012-03-04 20:00:00,-12.21,53.12,1.98,148.07,978.98
2012-03-04 21:00:00,-12.57,50.45,1.16,134.99,978.73
2012-03-04 22:00:00,-12.89,57.25,0.68,151.5,978.6
2012-03-04 23:00:00,-11.95,39.67,3.2,240.29,978
2012-03-05 00:00:00,-11.76,38.49,3.67,245.13,978
2012-03-05 01:00:00,-11.52,35.76,7.5,217.93,977.26
2012-03-05 02:00:00,-11.54,34,9.7,209.12,977
2012-03-05 03:00:00,-11.91,33.52,11.33,203.92,976.27
2012-03-05 04:00:00,-11.89,33.81,9.77,199.78,976
2012-03-05 05:00:00,-11.62,33.77,9.31,195.41,975.94
2012-03-05 06:00:00,-10.72,30.27,8.99,204.03,975.23
2012-03-05 07:00:00,-10.36,31.48,8.03,201.99,975
2012-03-05 08:00:00,-9.45,33.33,6,231.8,975
2012-03-05 09:00:00,-8.94,32.27,6.35,214.15,974.5
2012-03-05 10:00:00,-8.1,26.78,7.38,251.11,974
2012-03-05 11:00:00,-8.47,30.61,7.49,256.6,974
2012-03-05 12:00:00,-8.71,32.24,5.16,284.41,973.99
2012-03-05 13:00:00,-8.45,28.39,3.08,297.69,973.46
2012-03-05 14:00:00,-8.3,31.59,2.1,273.57,973
2012-03-05 15:00:00,-8.17,38.25,1.15,112.61,972.47
2012-03-05 16:00:00,-9.33,41.8,1.66,186.25,972
2012-03-05 17:00:00,-10.26,48.11,1.57,144.41,972
2012-03-05 18:00:00,-11.31,49.02,1.1,218.82,972
2012-03-05 19:00:00,-12.21,51.68,1.39,194.92,972
2012-03-05 20:00:00,-13.28,57.72,1.42,104.29,972
2012-03-05 21:00:00,-13.18,46.71,7.37,194.26,972
2012-03-05 22:00:00,-13.54,44.35,9.24,191.31,971.89
2012-03-05 23:00:00,-14.14,44,10.57,183.01,971.67
2012-03-06 00:00:00,-13.98,40.61,12.36,189.06,971
2012-03-06 01:00:00,-13.69,37.94,14.09,194.66,971
2012-03-06 02:00:00,-13.87,38.42,13.53,193.93,970.99
2012-03-06 03:00:00,-13.68,36.82,14.25,194.55,970.02
2012-03-06 04:00:00,-13.97,37.97,14.55,193.74,970
2012-03-06 05:00:00,-13.34,37.31,13.34,194.08,970
2012-03-06 06:00:00,-12.48,35.82,12.36,200.09,970
2012-03-06 07:00:00,-11.39,34.82,11.85,203.52,970
2012-03-06 08:00:00,-11.62,37.13,11.95,206.08,970
2012-03-06 09:00:00,-11.4,39.56,10.59,208.97,970
2012-03-06 10:00:00,-10.48,43.7,8.33,215.92,970
2012-03-06 11:00:00,-9.22,34.55,6.22,242.41,970
2012-03-06 12:00:00,-8.42,33.91,5.44,246.63,969.98
2012-03-06 13:00:00,-8.29,35.63,5.52,270.75,969.7
2012-03-06 14:00:00,-9.52,39.06,4.51,288,970
2012-03-06 15:00:00,-9.76,40.05,2.28,290.09,969.19
2012-03-06 16:00:00,-10.24,44.6,1.29,250.73,969
2012-03-06 17:00:00,-10.74,49.4,1.84,276.15,969
2012-03-06 18:00:00,-11.49,46.14,5.56,205.43,969
2012-03-06 19:00:00,-11.95,43.17,5.14,219.09,969.27
2012-03-06 20:00:00,-12.11,42.42,6.57,216.43,970
2012-03-06 21:00:00,-12.85,44.71,8.54,194.45,970
2012-03-06 22:00:00,-13.35,45.66,10.72,191.83,969.09
2012-03-06 23:00:00,-12.76,44.29,12.95,200.39,969
2012-03-07 00:00:00,-12.76,43.59,12.19,195.78,969
2012-03-07 01:00:00,-12.72,42.66,11.63,195.03,969.08
2012-03-07 02:00:00,-12.63,41.78,10.79,194.41,969.62
2012-03-07 03:00:00,-12.67,38.79,12.5,197.71,969.62
2012-03-07 04:00:00,-12.77,39.96,12.66,199.47,969.01
2012-03-07 05:00:00,-12.46,40.78,12.82,200.91,969.12
2012-03-07 06:00:00,-11.63,40.41,11.43,206.5,969.51
2012-03-07 07:00:00,-10.84,40.88,11.34,206.6,970
2012-03-07 08:00:00,-9.81,41.22,9.7,212.31,970.04
2012-03-07 09:00:00,-8.1,36.04,10.77,235.9,970.67
2012-03-07 10:00:00,-7.59,36.57,10.68,239.48,970.62
2012-03-07 11:00:00,-7.14,38.25,10.96,242.92,970
2012-03-07 12:00:00,-7.05,40.27,11.45,240.18,970
2012-03-07 13:00:00,-7.29,44.63,11.55,243.94,970
2012-03-07 14:00:00,-7.85,49.39,11.64,245.51,970
2012-03-07 15:00:00,-8.26,51.69,10.37,245.34,970
2012-03-07 16:00:00,-8.71,51.55,9.86,244.2,970
2012-03-07 17:00:00,-8.93,49.87,10.9,238.66,970
2012-03-07 18:00:00,-9.04,48.49,10.96,238.78,969.99
2012-03-07 19:00:00,-9,47.97,10.41,235.42,969.71
2012-03-07 20:00:00,-9.69,47.78,10.83,213.03,969
2012-03-07 21:00:00,-9.73,45.17,11.73,208.6,968.8
2012-03-07 22:00:00,-9.94,51.05,11.55,219.17,968
2012-03-07 23:00:00,-9.12,56.74,13.12,230.89,968
2012-03-08 00:00:00,-8.68,57.13,14.04,234.18,967.83
2012-03-08 01:00:00,-8.63,58.39,15.04,233.77,966.97
2012-03-08 02:00:00,-8.86,65.47,14.76,236.17,966.08
2012-03-08 03:00:00,-8.69,66.69,15.27,238.36,966
2012-03-08 04:00:00,-8.66,69.51,14.47,244.43,965.67
2012-03-08 05:00:00,-8.36,67.63,15.63,241.97,965.16
2012-03-08 06:00:00,-8.28,68.03,16.76,235.67,965.06
2012-03-08 07:00:00,-7.83,66.99,17.78,237.05,965
2012-03-08 08:00:00,-7.61,69.52,18.5,236.74,964.99
2012-03-08 09:00:00,-6.92,63.91,18.8,236.36,964.73
2012-03-08 10:00:00,-6.54,63.43,20.61,236.28,964
2012-03-08 11:00:00,-6.27,64.43,20.46,233.47,963.48
2012-03-08 12:00:00,-6.08,64.45,21.11,231.46,962.85
2012-03-08 13:00:00,-6.05,66.63,21.97,230.5,962
2012-03-08 14:00:00,-6.2,71.17,22.93,231.79,962
2012-03-08 15:00:00,-6.31,73.35,24.95,228.96,961.22
2012-03-08 16:00:00,-6.3,74.03,25.26,230.11,961.06
2012-03-08 17:00:00,-6.24,71.76,25.17,229.69,961.01
2012-03-08 18:00:00,-6.43,73.96,24.34,230.58,961
2012-03-08 19:00:00,-6.29,73.4,24.49,231.11,961
2012-03-08 20:00:00,-6.29,74.47,23.97,232.62,961.21
2012-03-08 21:00:00,-6.31,74.3,22.92,234.46,961.75
2012-03-08 22:00:00,-6.48,73.88,23.69,233.06,961.91
2012-03-08 23:00:00,-6.44,70.79,24.24,230.82,961.75
2012-03-09 00:00:00,-6.12,64.87,23.54,230.81,962
2012-03-09 01:00:00,-6.14,65.79,22.57,232.53,962
2012-03-09 02:00:00,-6.15,64.91,22.18,232.37,962
2012-03-09 03:00:00,-6.08,63.71,21.71,233.22,962.05
2012-03-09 04:00:00,-5.79,59.7,21.1,232.54,962.77
2012-03-09 05:00:00,-5.31,53.08,21.57,232.07,963
2012-03-09 06:00:00,-5.07,50.1,21.79,232.11,963
2012-03-09 07:00:00,-4.85,48.94,21.7,230.96,963
2012-03-09 08:00:00,-4.5,44.57,21.96,230.44,963
2012-03-09 09:00:00,-4.63,43,21.29,230.2,963.18
2012-03-09 10:00:00,-4.34,42.59,20.6,232.5,963
2012-03-09 11:00:00,-4.08,44.61,19.98,233.35,963
2012-03-09 12:00:00,-3.83,45.66,19.51,236.4,963
2012-03-09 13:00:00,-3.8,47.7,19.93,237.17,962.86
2012-03-09 14:00:00,-3.75,45.91,20.59,237.34,962
2012-03-09 15:00:00,-3.67,44.45,19.4,237.81,962
2012-03-09 16:00:00,-3.78,44.9,18.11,238.42,962
2012-03-09 17:00:00,-3.97,43.05,18.34,233.84,962
2012-03-09 18:00:00,-4.09,41.57,17.24,230.09,962.19
2012-03-09 19:00:00,-4.51,43.93,16.1,226.37,962.46
2012-03-09 20:00:00,-4.95,43.53,16.07,220.49,962.11
2012-03-09 21:00:00,-6.33,45.57,18.71,202.65,962
2012-03-09 22:00:00,-6.2,43,17.66,202.86,962
2012-03-09 23:00:00,-6.73,43.39,16.61,201.86,962
2012-03-10 00:00:00,-6.59,41.04,16.94,202.09,962
2012-03-10 01:00:00,-6.62,38.92,18.39,198.18,962
2012-03-10 02:00:00,-6.43,37.38,17.7,199.65,961.88
2012-03-10 03:00:00,-7.4,42.05,15.68,189.2,961.96
2012-03-10 04:00:00,-7.72,42.15,14.82,186.31,962.08
2012-03-10 05:00:00,-7.19,43.54,13.58,187.37,962.98
2012-03-10 06:00:00,-7.02,45.65,12.5,184.38,963
2012-03-10 07:00:00,-6.53,47.06,11.61,182.41,963
2012-03-10 08:00:00,-5.74,49.13,10.56,177.6,963
2012-03-10 09:00:00,-5.16,50.46,10.18,169.32,963
2012-03-10 10:00:00,-4.65,51.05,8.68,167.74,963.06
2012-03-10 11:00:00,-3.39,45.25,1.93,162.67,964
2012-03-10 12:00:00,-2.59,47.04,1.95,184.13,964.23
2012-03-10 13:00:00,-1.48,43.91,0.9,149.71,965
2012-03-10 14:00:00,-1.82,47.42,2.22,257.56,965.03
2012-03-10 15:00:00,-2.74,47.21,2.07,263.2,965.95
2012-03-10 16:00:00,-2.76,49.93,0.87,174.72,966.03
2012-03-10 17:00:00,-3.58,51.25,2.81,114.5,966.4
2012-03-10 18:00:00,-4.62,48.68,4.61,119.81,967
2012-03-10 19:00:00,-5.56,51.42,4.18,143.25,967
2012-03-10 20:00:00,-6.43,54.89,5.61,146.35,967.98
2012-03-10 21:00:00,-5.92,54.92,5.33,169.39,968.35
2012-03-10 22:00:00,-6.21,53.89,6.54,177.05,969
2012-03-10 23:00:00,-7.24,56.48,7.2,165.69,969.02
2012-03-11 00:00:00,-7.48,58.02,7.03,169.16,969.36
2012-03-11 01:00:00,-7.85,58.02,6.66,176.55,970
2012-03-11 02:00:00,-7.85,59.02,4.72,182.81,970
2012-03-11 03:00:00,-7.46,59.63,5.42,175.3,970.02
2012-03-11 04:00:00,-7.87,62.91,4.44,187.56,970.8
2012-03-11 05:00:00,-8.4,66.33,1.02,175.61,971
2012-03-11 06:00:00,-6.86,58.85,4.37,190.36,971
2012-03-11 07:00:00,-6.13,58.55,1.68,194.6,971
2012-03-11 08:00:00,-5.62,55.63,0.73,153.53,971
2012-03-11 09:00:00,-5.14,57.31,0.76,84.65,971
2012-03-11 10:00:00,-5.39,60.81,2.5,286.42,971
2012-03-11 11:00:00,-5.42,67.65,1.47,286.32,971
2012-03-11 12:00:00,-5.15,69.44,1.25,205.4,971
2012-03-11 13:00:00,-4.78,66.65,1.28,218.97,971
2012-03-11 14:00:00,-4.1,63.13,1.89,198.14,970.59
2012-03-11 15:00:00,-5.19,67.34,1.59,72.04,970.04
2012-03-11 16:00:00,-5.44,69.05,0.98,150.61,970
2012-03-11 17:00:00,-6.33,68.64,3.38,195.02,970
2012-03-11 18:00:00,-6.77,68.28,2.82,183.73,970
2012-03-11 19:00:00,-6.72,67.78,2.88,214.89,970
2012-03-11 20:00:00,-7.02,68.88,2.94,254.35,970
2012-03-11 21:00:00,-7.3,67.85,3.71,248.74,969.95
2012-03-11 22:00:00,-7.32,65.27,4.45,260.76,969.14
2012-03-11 23:00:00,-7.19,60.99,4.61,271.69,969.18
2012-03-12 00:00:00,-7.05,57.98,6.9,236.86,969
2012-03-12 01:00:00,-6.96,54.21,6.56,236.17,969
2012-03-12 02:00:00,-7.43,59.92,1.66,180.23,969
2012-03-12 03:00:00,-7.34,51.85,6.07,254.43,969
2012-03-12 04:00:00,-7.69,50.16,5.93,248.36,969
2012-03-12 05:00:00,-8.07,48.22,3.31,261.29,969.87
2012-03-12 06:00:00,-8.72,51.93,2.18,267.54,970
2012-03-12 07:00:00,-8.68,48.27,3.34,288.74,970
2012-03-12 08:00:00,-8.96,54.38,1.9,304.18,970
2012-03-12 09:00:00,-8.37,48.12,3.81,274.67,970
2012-03-12 10:00:00,-7.8,46.89,2.41,300.06,970
2012-03-12 11:00:00,-7.45,46.98,3.18,290.64,970
2012-03-12 12:00:00,-8.2,60.75,1.27,69.99,970
2012-03-12 13:00:00,-7.97,45.86,3.26,257.3,970.31
2012-03-12 14:00:00,-8.59,53.49,2.45,176.9,971
2012-03-12 15:00:00,-8.88,60.83,1.1,221.66,971
2012-03-12 16:00:00,-9.23,63.1,1.91,163.49,971
2012-03-12 17:00:00,-10.25,75.05,0.84,59.32,971
2012-03-12 18:00:00,-10.24,73.86,0.37,77.74,971
2012-03-12 19:00:00,-10.32,76.63,1.11,162.26,971
2012-03-12 20:00:00,-11.75,82.7,1.82,241.34,971
2012-03-12 21:00:00,-12.3,77.11,1.05,251.78,971.89
2012-03-12 22:00:00,-12.96,77.13,1.26,230.12,972
2012-03-12 23:00:00,-13.17,69.87,0.56,231.13,972
2012-03-13 00:00:00,-13.43,59.86,2.6,193.33,972
2012-03-13 01:00:00,-13.86,58.73,1.73,225.58,972
2012-03-13 02:00:00,-13.89,59.52,2.59,223.27,972
2012-03-13 03:00:00,-13.7,60.11,4.04,213.97,972
2012-03-13 04:00:00,-13.77,57.25,4.27,196.49,972
2012-03-13 05:00:00,-13.62,52.1,5.64,202.14,972
2012-03-13 06:00:00,-12.63,51.78,6.43,202.04,971.67
2012-03-13 07:00:00,-11.78,52.76,7.39,188.25,971
2012-03-13 08:00:00,-10.69,51.5,6.83,180.27,970.92
2012-03-13 09:00:00,-10.63,50.38,6.66,211.57,970.21
2012-03-13 10:00:00,-9.75,43.54,8.6,235.09,969.67
2012-03-13 11:00:00,-9.56,47.11,10.26,240.46,969
2012-03-13 12:00:00,-9.73,52.84,8.94,251.65,968.84
2012-03-13 13:00:00,-9.89,53.59,9.54,246.32,967.75
2012-03-13 14:00:00,-9.99,52.73,10.68,244.53,966.68
2012-03-13 15:00:00,-10.35,52.91,11.08,250.46,966
2012-03-13 16:00:00,-10.79,55.77,10.81,252.76,965.3
2012-03-13 17:00:00,-11.5,75.6,11.85,239.53,964.36
2012-03-13 18:00:00,-11.46,74.77,13.11,234.72,963.22
2012-03-13 19:00:00,-11.16,74.87,13.66,238.93,962.42
2012-03-13 20:00:00,-11.26,75.48,13.38,241.19,961.85
2012-03-13 21:00:00,-11.33,78.45,15.35,237.92,960.59
2012-03-13 22:00:00,-10.66,78.97,17,234.56,959.63
2012-03-13 23:00:00,-10.59,80.55,19.11,233.77,958.15
2012-03-14 00:00:00,-10.52,77.6,18.99,240.13,957.92
2012-03-14 01:00:00,-10.73,77.59,19.32,239.99,957.02
2012-03-14 02:00:00,-10.55,70.78,20.79,237.34,956.48
2012-03-14 03:00:00,-11.33,80.38,20.25,239.22,956.25
2012-03-14 04:00:00,-11.19,78.61,21.16,236.75,956.01
2012-03-14 05:00:00,-10.47,65.97,21.3,237.57,956
2012-03-14 06:00:00,-10.15,63.95,20.99,237.93,956
2012-03-14 07:00:00,-10.1,65.24,20.83,236.99,956
2012-03-14 08:00:00,-9.72,62.8,20.39,236.66,956
2012-03-14 09:00:00,-9.23,63.06,20.24,237.19,956
2012-03-14 10:00:00,-8.56,59.56,19.75,237.28,956.01
2012-03-14 11:00:00,-8.34,57.81,19.38,237.41,956.84
2012-03-14 12:00:00,-8.16,53.71,18.68,237.67,956.86
2012-03-14 13:00:00,-7.71,51.98,17.94,237.17,956.37
2012-03-14 14:00:00,-7.75,52.88,17.19,237.12,956.37
2012-03-14 15:00:00,-7.45,46.1,17.15,237.28,956.17
2012-03-14 16:00:00,-7.08,44.01,15.36,236.47,956
2012-03-14 17:00:00,-7.23,45.18,13.67,240.47,956.49
2012-03-14 18:00:00,-7.62,38.88,15.36,240.43,957
2012-03-14 19:00:00,-8.02,40.16,13.71,243.93,957.19
2012-03-14 20:00:00,-8.99,41.14,12.19,244.78,957.85
2012-03-14 21:00:00,-9.31,43.59,11.06,239.95,958
2012-03-14 22:00:00,-9.2,37.86,12.44,238.69,958
2012-03-14 23:00:00,-9.19,33.22,12.05,241.73,958
2012-03-15 00:00:00,-9.27,36.61,9.9,231.2,958
2012-03-15 01:00:00,-9.33,35.77,8.62,237.43,958
2012-03-15 02:00:00,-9.7,37.59,9.37,227.52,958
2012-03-15 03:00:00,-9.84,37.79,11.05,211.87,958
2012-03-15 04:00:00,-9.91,36.57,11.21,210.12,958.3
2012-03-15 05:00:00,-9.59,34.64,10.83,209.43,958.93
2012-03-15 06:00:00,-8.62,29.13,8.31,241.1,959.66
2012-03-15 07:00:00,-8.09,28.76,6.66,255.13,960
2012-03-15 08:00:00,-7.18,29.55,5.21,253.49,960.74
2012-03-15 09:00:00,-6.51,24.63,7.12,258.83,961
2012-03-15 10:00:00,-6.26,28.52,7.19,256.7,961
2012-03-15 11:00:00,-6.19,31.53,5.38,250.72,961
2012-03-15 12:00:00,-5.92,34.65,4.2,237.27,961.16
2012-03-15 13:00:00,-5.89,30.32,6.65,251.64,962
2012-03-15 14:00:00,-6.6,31,7.41,253.18,962.32
2012-03-15 15:00:00,-7.36,32.4,5.53,249.85,962.96
2012-03-15 16:00:00,-8.51,37.05,4.95,250.42,963.55
2012-03-15 17:00:00,-9.29,35.46,7.15,251.05,964.19
2012-03-15 18:00:00,-9.83,34.12,8.67,247.1,965
2012-03-15 19:00:00,-10.48,36.87,7.67,244.85,965.87
2012-03-15 20:00:00,-10.45,36.97,8.54,240.11,966.37
2012-03-15 21:00:00,-10.64,33.83,11.19,228.98,967.54
2012-03-15 22:00:00,-10.48,31,10.55,235.13,968
2012-03-15 23:00:00,-10.68,31.61,10.64,218.36,968
2012-03-16 00:00:00,-11.01,31.5,11.01,203.07,968.54
2012-03-16 01:00:00,-10.68,28.87,10.4,205.53,969
2012-03-16 02:00:00,-11.34,31.7,9.93,219.99,969.42
2012-03-16 03:00:00,-11.25,35.24,9.64,230.16,970
2012-03-16 04:00:00,-11.27,32.55,8.55,222.52,970.51
2012-03-16 05:00:00,-12,35.56,10.57,207.85,971
2012-03-16 06:00:00,-11.1,34.79,9.42,214.28,971.14
2012-03-16 07:00:00,-10.46,34.44,10.11,208.62,972
2012-03-16 08:00:00,-9.7,33.87,9.67,210.69,972
2012-03-16 09:00:00,-9.33,36.62,9.18,213.86,972
2012-03-16 10:00:00,-8.99,37.94,8.16,215.38,972.87
2012-03-16 11:00:00,-7.27,32.44,7.28,238.26,973
2012-03-16 12:00:00,-7.33,39.83,6.65,225.88,973
2012-03-16 13:00:00,-7.26,37.56,6.97,228.47,973
2012-03-16 14:00:00,-7.01,36.31,6.38,236.6,973
2012-03-16 15:00:00,-7.32,40.27,7.26,212.22,973
2012-03-16 16:00:00,-7.55,39.76,8.76,205.42,973
2012-03-16 17:00:00,-7.83,38.53,9.75,207.39,973
2012-03-16 18:00:00,-8.19,37.75,11.46,203.09,973.63
2012-03-16 19:00:00,-8.28,37.54,12.48,199.39,974
2012-03-16 20:00:00,-8.7,38.89,14.07,198.95,974.15
2012-03-16 21:00:00,-8.96,39.93,14.77,196.95,974.86
2012-03-16 22:00:00,-9.91,42.98,14.52,190.01,975
2012-03-16 23:00:00,-10.22,43.28,15.31,190.17,975
2012-03-17 00:00:00,-10.32,41.81,16.18,188.12,975
2012-03-17 01:00:00,-10.05,41.12,15.75,187.9,975
2012-03-17 02:00:00,-9.94,41.32,15.11,190.88,975
2012-03-17 03:00:00,-10.53,42.49,14.92,190.94,975
2012-03-17 04:00:00,-10.4,42.1,14.24,190.96,975.4
2012-03-17 05:00:00,-10.51,43.71,13.25,182.53,976
2012-03-17 06:00:00,-10.41,45.69,12.41,180.57,976
2012-03-17 07:00:00,-10.21,45.29,12.62,175.32,976
2012-03-17 08:00:00,-8.62,41.21,12.99,182.26,976
2012-03-17 09:00:00,-8.05,41.18,12.6,179.1,975.99
2012-03-17 10:00:00,-7.04,41.77,11.65,174.6,975.56
2012-03-17 11:00:00,-6.38,42.56,10.99,176.65,975
2012-03-17 12:00:00,-4.97,39.68,6.65,153.96,975.36
2012-03-17 13:00:00,-4.37,33.25,5.57,218.66,975.45
2012-03-17 14:00:00,-5.41,38.84,6.12,220.25,975
2012-03-17 15:00:00,-5.86,44.57,2.09,237.6,975
2012-03-17 16:00:00,-7.1,49.56,3.23,202.27,975
2012-03-17 17:00:00,-8.05,44.04,8.25,194.09,975
2012-03-17 18:00:00,-8.54,41.05,9.45,196.37,975
2012-03-17 19:00:00,-9.08,38.98,12.25,182.7,974.27
2012-03-17 20:00:00,-8.89,36.2,13.57,189.29,974
2012-03-17 21:00:00,-8.8,35.65,13.12,186.41,974
2012-03-17 22:00:00,-9.99,38.28,11.85,177.78,973.82
2012-03-17 23:00:00,-9.31,36.85,11.91,186.1,974
2012-03-18 00:00:00,-9.38,37.93,11,183.07,974
2012-03-18 01:00:00,-9.82,37.62,10.13,176.14,973.25
2012-03-18 02:00:00,-10.46,37.45,7.01,160.54,973.76
2012-03-18 03:00:00,-9.98,35.64,1.49,136.98,974
2012-03-18 04:00:00,-10.03,35.73,2.67,189.94,973.89
2012-03-18 05:00:00,-9.42,35.24,2.32,131.68,973.99
2012-03-18 06:00:00,-8.61,33.25,1.93,146.24,973.83
2012-03-18 07:00:00,-7.79,33.2,1.27,185.86,973.99
2012-03-18 08:00:00,-7.54,31.77,1.09,248.31,974
2012-03-18 09:00:00,-6.74,30.71,1.33,192.22,973.87
2012-03-18 10:00:00,-8.2,35.36,2.81,274.04,973.03
2012-03-18 11:00:00,-8.03,35.19,3.67,276.5,973
2012-03-18 12:00:00,-7.72,33.61,2.87,271.04,973
2012-03-18 13:00:00,-6.99,31.67,2.04,255.84,973
2012-03-18 14:00:00,-8.41,42.77,2.57,272.04,973
2012-03-18 15:00:00,-11.59,51.23,1.63,216.92,973.89
2012-03-18 16:00:00,-11.97,56.11,2.12,257,974
2012-03-18 17:00:00,-10.93,51.91,2.32,250.15,974
2012-03-18 18:00:00,-10.37,45.67,3.19,220,974
2012-03-18 19:00:00,-10.34,46.36,2.79,203.62,974.17
2012-03-18 20:00:00,-11.62,51.43,3.11,233.42,974.98
2012-03-18 21:00:00,-12.55,54.4,1.62,206.29,975.48
2012-03-18 22:00:00,-13.31,57.83,1.47,156.06,975.85
2012-03-18 23:00:00,-13.82,58.85,2.24,125.48,976
2012-03-19 00:00:00,-14.5,59.25,2.22,226.32,976.63
2012-03-19 01:00:00,-14.74,61.5,1.02,204.83,977.15
2012-03-19 02:00:00,-14.8,59.57,1.41,237.15,977.02
2012-03-19 03:00:00,-14.94,61.35,1.41,125.97,977.72
2012-03-19 04:00:00,-14.91,60.73,2.05,104.74,978
2012-03-19 05:00:00,-14.67,57.9,1.36,148.42,978.11
2012-03-19 06:00:00,-15.03,58.93,2.37,244.93,978.94
2012-03-19 07:00:00,-12.77,52.64,1.51,149.92,979
2012-03-19 08:00:00,-11.93,48.51,2.19,248.11,979.74
2012-03-19 09:00:00,-11.96,47.8,2.35,231.61,980.19
2012-03-19 10:00:00,-12.73,51.33,2.45,270.07,980.97
2012-03-19 11:00:00,-10.8,48.5,1.61,142.91,981
2012-03-19 12:00:00,-11.45,49.74,1.5,252.41,981
2012-03-19 13:00:00,-11.26,49.94,2.48,263.07,981.01
2012-03-19 14:00:00,-10.12,53.58,0.98,143.76,981
2012-03-19 15:00:00,-10.01,53.95,1.53,69.07,981
2012-03-19 16:00:00,-10.3,58.03,0.98,99.88,981
2012-03-19 17:00:00,-10.57,60.54,1.47,180.95,981.01
2012-03-19 18:00:00,-9.85,53.05,3,189.91,981.25
2012-03-19 19:00:00,-11.49,61.34,0.85,169.84,982
2012-03-19 20:00:00,-12.39,65.18,1.1,233.82,982
2012-03-19 21:00:00,-12.85,67.12,1.22,232.47,982.14
2012-03-19 22:00:00,-11.46,60.81,1.76,208,982.19
2012-03-19 23:00:00,-10.68,57.78,0.65,194.94,982.49
2012-03-20 00:00:00,-11.08,59.85,1.12,150.52,982.69
2012-03-20 01:00:00,-11.52,63.29,1.07,223.35,982.05
2012-03-20 02:00:00,-10.94,60.96,0.68,132.73,982
2012-03-20 03:00:00,-10.44,57.68,1.37,184.96,982
2012-03-20 04:00:00,-11.37,63.4,1.22,120.77,982
2012-03-20 05:00:00,-10.96,60.58,1.73,137.67,982.04
2012-03-20 06:00:00,-10.03,57.49,1.02,128.89,982.35
2012-03-20 07:00:00,-8.37,48.2,0.95,180.59,982.99
2012-03-20 08:00:00,-6.41,31.95,5.24,258.4,982.82
2012-03-20 09:00:00,-4.92,32.83,9.27,247.64,982.12
2012-03-20 10:00:00,-4.47,34.69,10.42,250.52,982.05
2012-03-20 11:00:00,-5.63,40.43,7,278.31,982.75
2012-03-20 12:00:00,-8.07,48.76,2.63,308.01,983.06
